Period (hr)  , n   , m   , Binm_Re (nT)            , Binm_Im (nT)            
14.4582      , 1   , -1  , -2.2255357527308877     , -1.498342170150694      
14.4582      , 1   , 0   , 0.41467483473907146     , 0.07217878038700659     
14.4582      , 1   , 1   , 7.081745458599736       , 3.847786730054726       
14.4582      , 2   , -2  , 1.2830595506038849      , 0.6266290112257628      
14.4582      , 2   , -1  , -0.17422523598628994    , -0.005943697550041972   
14.4582      , 2   , 0   , -1.1021846920944873     , -0.4442607761178983     
14.4582      , 2   , 1   , 0.17422523598628994     , 0.005943697550041972    
14.4582      , 2   , 2   , 4.015278516599601       , 1.5089874591842956      
14.4582      , 3   , -3  , 0.0                     , 0.0                     
14.4582      , 3   , -2  , 0.0                     , 0.0                     
14.4582      , 3   , -1  , 0.0                     , 0.0                     
14.4582      , 3   , 0   , 0.0                     , 0.0                     
14.4582      , 3   , 1   , 0.0                     , 0.0                     
14.4582      , 3   , 2   , 0.0                     , 0.0                     
14.4582      , 3   , 3   , 0.0                     , 0.0                     
